,depth,temp
2003-11-18-22-00,50.0,8.2300000000000004
2003-11-18-23-00,50.0,8.5999999999999996
2003-11-19-00-00,50.0,8.9399999999999995
2003-11-19-00-59,50.0,8.6999999999999993
2003-11-19-02-00,50.0,8.6999999999999993
2003-11-19-03-00,50.0,8.5800000000000001
2003-11-19-03-59,50.0,8.2899999999999991
2003-11-19-05-00,50.0,8.3100000000000005
2003-11-19-06-00,50.0,8.4100000000000001
2003-11-19-06-59,50.0,8.3300000000000001
2003-11-19-08-00,50.0,8.3800000000000008
2003-11-19-09-00,50.0,8.3900000000000006
2003-11-19-09-59,50.0,8.5700000000000003
2003-11-19-11-00,50.0,8.8800000000000008
2003-11-19-12-00,50.0,9.0500000000000007
2003-11-19-12-59,50.0,9.0899999999999999
2003-11-19-14-00,50.0,9.0700000000000003
2003-11-19-15-00,50.0,9.0299999999999994
2003-11-19-15-59,50.0,8.6699999999999999
2003-11-19-17-00,50.0,8.8499999999999996
2003-11-19-18-00,50.0,8.8800000000000008
2003-11-19-19-00,50.0,8.9000000000000004
2003-11-19-20-00,50.0,9.0
2003-11-19-21-00,50.0,8.8200000000000003
2003-11-19-22-00,50.0,8.8699999999999992
2003-11-19-23-00,50.0,8.7100000000000009
2003-11-20-00-00,50.0,8.6600000000000001
2003-11-20-00-59,50.0,8.6600000000000001
2003-11-20-02-00,50.0,8.9299999999999997
2003-11-20-03-00,50.0,8.7799999999999994
2003-11-20-03-59,50.0,8.6199999999999992
2003-11-20-05-00,50.0,8.7300000000000004
2003-11-20-06-00,50.0,9.0700000000000003
2003-11-20-06-59,50.0,8.7699999999999996
2003-11-20-08-00,50.0,8.6799999999999997
2003-11-20-09-00,50.0,8.6099999999999994
2003-11-20-09-59,50.0,8.5299999999999994
2003-11-20-11-00,50.0,8.5199999999999996
2003-11-20-12-00,50.0,8.5600000000000005
2003-11-20-12-59,50.0,8.5600000000000005
2003-11-20-14-00,50.0,8.6600000000000001
2003-11-20-15-00,50.0,8.6600000000000001
2003-11-20-16-00,50.0,8.6699999999999999
2003-11-20-17-00,50.0,8.6999999999999993
2003-11-20-18-00,50.0,8.6999999999999993
2003-11-20-19-00,50.0,8.6500000000000004
2003-11-20-20-00,50.0,8.5999999999999996
2003-11-20-21-00,50.0,8.7100000000000009
2003-11-20-22-00,50.0,8.4700000000000006
2003-11-20-23-00,50.0,8.4000000000000004
2003-11-21-00-00,50.0,8.4100000000000001
2003-11-21-00-59,50.0,8.6500000000000004
2003-11-21-02-00,50.0,8.4299999999999997
2003-11-21-03-00,50.0,8.6099999999999994
2003-11-21-03-59,50.0,8.8699999999999992
2003-11-21-05-00,50.0,8.7799999999999994
2003-11-21-06-00,50.0,9.1300000000000008
2003-11-21-06-59,50.0,8.8499999999999996
2003-11-21-08-00,50.0,8.6199999999999992
2003-11-21-09-00,50.0,8.4800000000000004
2003-11-21-09-59,50.0,8.5999999999999996
2003-11-21-11-00,50.0,8.5899999999999999
2003-11-21-12-00,50.0,8.5700000000000003
2003-11-21-12-59,50.0,8.5099999999999998
2003-11-21-14-00,50.0,8.4299999999999997
2003-11-21-15-00,50.0,8.3399999999999999
2003-11-21-16-00,50.0,8.4199999999999999
2003-11-21-17-00,50.0,9.0700000000000003
2003-11-21-18-00,50.0,8.8200000000000003
2003-11-21-19-00,50.0,8.9800000000000004
2003-11-21-20-00,50.0,8.9199999999999999
2003-11-21-21-00,50.0,8.75
2003-11-21-21-59,50.0,8.6799999999999997
2003-11-21-23-00,50.0,8.5600000000000005
2003-11-22-00-00,50.0,8.4600000000000009
2003-11-22-00-59,50.0,8.4299999999999997
2003-11-22-02-00,50.0,8.4800000000000004
2003-11-22-03-00,50.0,9.0500000000000007
2003-11-22-03-59,50.0,9.0999999999999996
2003-11-22-05-00,50.0,8.8499999999999996
2003-11-22-06-00,50.0,8.8800000000000008
2003-11-22-06-59,50.0,8.9100000000000001
2003-11-22-08-00,50.0,9.0500000000000007
2003-11-22-09-00,50.0,9.0899999999999999
2003-11-22-09-59,50.0,8.7799999999999994
2003-11-22-11-00,50.0,8.5999999999999996
2003-11-22-12-00,50.0,8.6400000000000006
2003-11-22-12-59,50.0,8.4900000000000002
2003-11-22-14-00,50.0,8.7599999999999998
2003-11-22-15-00,50.0,8.8200000000000003
2003-11-22-16-00,50.0,8.7300000000000004
2003-11-22-17-00,50.0,8.8200000000000003
2003-11-22-18-00,50.0,8.7100000000000009
2003-11-22-19-00,50.0,8.7599999999999998
2003-11-22-20-00,50.0,8.9499999999999993
2003-11-22-21-00,50.0,8.9800000000000004
2003-11-22-21-59,50.0,8.9100000000000001
2003-11-22-23-00,50.0,8.8200000000000003
2003-11-23-00-00,50.0,8.8000000000000007
2003-11-23-00-59,50.0,8.7899999999999991
2003-11-23-02-00,50.0,8.75
2003-11-23-03-00,50.0,8.7200000000000006
2003-11-23-03-59,50.0,8.6899999999999995
2003-11-23-05-00,50.0,8.7799999999999994
2003-11-23-06-00,50.0,8.6899999999999995
2003-11-23-06-59,50.0,8.8499999999999996
2003-11-23-08-00,50.0,8.7599999999999998
2003-11-23-09-00,50.0,8.5399999999999991
2003-11-23-09-59,50.0,8.6099999999999994
2003-11-23-11-00,50.0,8.6500000000000004
2003-11-23-12-00,50.0,8.6099999999999994
2003-11-23-12-59,50.0,8.7599999999999998
2003-11-23-14-00,50.0,8.7300000000000004
2003-11-23-15-00,50.0,8.7799999999999994
2003-11-23-16-00,50.0,8.6500000000000004
2003-11-23-17-00,50.0,8.7300000000000004
2003-11-23-18-00,50.0,8.9600000000000009
2003-11-23-19-00,50.0,8.9199999999999999
2003-11-23-20-00,50.0,8.9299999999999997
2003-11-23-21-00,50.0,8.9000000000000004
2003-11-23-21-59,50.0,8.9100000000000001
2003-11-23-23-00,50.0,8.8300000000000001
2003-11-24-00-00,50.0,8.8000000000000007
2003-11-24-00-59,50.0,8.8100000000000005
2003-11-24-02-00,50.0,8.9600000000000009
2003-11-24-03-00,50.0,8.9600000000000009
2003-11-24-03-59,50.0,8.8000000000000007
2003-11-24-05-00,50.0,8.9299999999999997
2003-11-24-06-00,50.0,8.9900000000000002
2003-11-24-06-59,50.0,8.8399999999999999
2003-11-24-08-00,50.0,8.8499999999999996
2003-11-24-09-00,50.0,8.8399999999999999
2003-11-24-09-59,50.0,8.8300000000000001
2003-11-24-11-00,50.0,8.8300000000000001
2003-11-24-12-00,50.0,8.8300000000000001
2003-11-24-12-59,50.0,8.8300000000000001
2003-11-24-14-00,50.0,8.8399999999999999
2003-11-24-15-00,50.0,8.8399999999999999
2003-11-24-16-00,50.0,8.8399999999999999
2003-11-24-17-00,50.0,8.8399999999999999
2003-11-24-18-00,50.0,8.8599999999999994
2003-11-24-19-00,50.0,8.8200000000000003
2003-11-24-20-00,50.0,8.8399999999999999
2003-11-24-21-00,50.0,8.8300000000000001
2003-11-24-21-59,50.0,8.8300000000000001
2003-11-24-23-00,50.0,8.8300000000000001
2003-11-25-00-00,50.0,8.8300000000000001
2003-11-25-00-59,50.0,8.7799999999999994
2003-11-25-02-00,50.0,8.7699999999999996
2003-11-25-03-00,50.0,8.75
2003-11-25-03-59,50.0,8.7599999999999998
2003-11-25-05-00,50.0,8.8200000000000003
2003-11-25-06-00,50.0,8.7899999999999991
2003-11-25-06-59,50.0,8.8200000000000003
2003-11-25-08-00,50.0,8.8100000000000005
2003-11-25-09-00,50.0,8.8399999999999999
2003-11-25-09-59,50.0,8.8300000000000001
2003-11-25-11-00,50.0,8.8399999999999999
2003-11-25-12-00,50.0,8.8300000000000001
2003-11-25-13-00,50.0,8.8499999999999996
2003-11-25-14-00,50.0,8.8499999999999996
2003-11-25-15-00,50.0,8.8499999999999996
2003-11-25-16-00,50.0,8.8300000000000001
2003-11-25-17-00,50.0,8.8399999999999999
2003-11-25-18-00,50.0,8.8399999999999999
2003-11-25-19-00,50.0,8.8300000000000001
2003-11-25-20-00,50.0,8.8300000000000001
2003-11-25-21-00,50.0,8.8200000000000003
2003-11-25-21-59,50.0,8.8300000000000001
2003-11-25-23-00,50.0,8.8499999999999996
2003-11-26-00-00,50.0,8.7599999999999998
2003-11-26-00-59,50.0,8.7899999999999991
2003-11-26-02-00,50.0,8.8399999999999999
2003-11-26-03-00,50.0,8.8300000000000001
2003-11-26-03-59,50.0,8.8399999999999999
2003-11-26-05-00,50.0,8.8399999999999999
2003-11-26-06-00,50.0,8.8300000000000001
2003-11-26-06-59,50.0,8.8300000000000001
2003-11-26-08-00,50.0,8.8100000000000005
2003-11-26-09-00,50.0,8.8399999999999999
2003-11-26-09-59,50.0,8.8200000000000003
2003-11-26-11-00,50.0,8.8100000000000005
2003-11-26-12-00,50.0,8.8100000000000005
2003-11-26-13-00,50.0,8.8100000000000005
2003-11-26-14-00,50.0,8.8300000000000001
2003-11-26-15-00,50.0,8.8399999999999999
2003-11-26-16-00,50.0,8.8399999999999999
2003-11-26-17-00,50.0,8.8300000000000001
2003-11-26-18-00,50.0,8.8000000000000007
2003-11-26-19-00,50.0,8.7799999999999994
2003-11-26-20-00,50.0,8.8100000000000005
2003-11-26-21-00,50.0,8.8100000000000005
2003-11-26-21-59,50.0,8.8100000000000005
2003-11-26-23-00,50.0,8.7899999999999991
2003-11-27-00-00,50.0,8.7899999999999991
2003-11-27-00-59,50.0,8.8000000000000007
2003-11-27-02-00,50.0,8.8399999999999999
2003-11-27-03-00,50.0,8.8399999999999999
2003-11-27-03-59,50.0,8.8200000000000003
2003-11-27-05-00,50.0,8.8300000000000001
2003-11-27-06-00,50.0,8.8200000000000003
2003-11-27-06-59,50.0,8.8100000000000005
2003-11-27-08-00,50.0,8.8000000000000007
2003-11-27-09-00,50.0,8.8200000000000003
2003-11-27-09-59,50.0,8.8100000000000005
2003-11-27-11-00,50.0,8.8000000000000007
2003-11-27-12-00,50.0,8.8000000000000007
2003-11-27-13-00,50.0,8.8200000000000003
2003-11-27-14-00,50.0,8.8200000000000003
2003-11-27-15-00,50.0,8.8200000000000003
2003-11-27-16-00,50.0,8.8300000000000001
2003-11-27-17-00,50.0,8.8200000000000003
2003-11-27-18-00,50.0,8.7899999999999991
2003-11-27-18-59,50.0,8.7899999999999991
2003-11-27-20-00,50.0,8.8599999999999994
2003-11-27-21-00,50.0,8.8300000000000001
2003-11-27-21-59,50.0,8.8200000000000003
2003-11-27-23-00,50.0,8.8200000000000003
2003-11-28-00-00,50.0,8.8399999999999999
2003-11-28-00-59,50.0,8.8300000000000001
2003-11-28-02-00,50.0,8.8499999999999996
2003-11-28-03-00,50.0,8.8499999999999996
2003-11-28-03-59,50.0,8.8399999999999999
2003-11-28-05-00,50.0,8.8300000000000001
2003-11-28-06-00,50.0,8.8200000000000003
2003-11-28-06-59,50.0,8.8300000000000001
2003-11-28-08-00,50.0,8.8000000000000007
2003-11-28-09-00,50.0,8.8100000000000005
2003-11-28-09-59,50.0,8.8100000000000005
2003-11-28-11-00,50.0,8.8300000000000001
2003-11-28-12-00,50.0,8.8200000000000003
2003-11-28-13-00,50.0,8.8200000000000003
2003-11-28-14-00,50.0,8.7899999999999991
2003-11-28-15-00,50.0,8.8399999999999999
2003-11-28-16-00,50.0,8.8300000000000001
2003-11-28-17-00,50.0,8.8100000000000005
2003-11-28-18-00,50.0,8.8000000000000007
2003-11-28-18-59,50.0,8.8000000000000007
2003-11-28-20-00,50.0,8.8000000000000007
2003-11-28-21-00,50.0,8.8200000000000003
2003-11-28-21-59,50.0,8.8100000000000005
2003-11-28-23-00,50.0,8.8100000000000005
2003-11-29-00-00,50.0,8.7799999999999994
2003-11-29-00-59,50.0,8.7599999999999998
2003-11-29-02-00,50.0,8.7599999999999998
2003-11-29-03-00,50.0,8.7899999999999991
2003-11-29-03-59,50.0,8.8000000000000007
2003-11-29-05-00,50.0,8.7899999999999991
2003-11-29-06-00,50.0,8.7899999999999991
2003-11-29-06-59,50.0,8.7699999999999996
2003-11-29-08-00,50.0,8.7599999999999998
2003-11-29-09-00,50.0,8.7899999999999991
2003-11-29-09-59,50.0,8.7799999999999994
2003-11-29-11-00,50.0,8.7899999999999991
2003-11-29-12-00,50.0,8.8000000000000007
2003-11-29-13-00,50.0,8.7899999999999991
2003-11-29-14-00,50.0,8.7899999999999991
2003-11-29-15-00,50.0,8.7699999999999996
2003-11-29-16-00,50.0,8.7899999999999991
2003-11-29-17-00,50.0,8.8399999999999999
2003-11-29-18-00,50.0,8.8399999999999999
2003-11-29-18-59,50.0,8.8000000000000007
2003-11-29-20-00,50.0,8.8399999999999999
2003-11-29-21-00,50.0,8.9299999999999997
2003-11-29-21-59,50.0,8.9499999999999993
2003-11-29-23-00,50.0,8.9299999999999997
2003-11-30-00-00,50.0,8.8900000000000006
2003-11-30-00-59,50.0,8.8300000000000001
2003-11-30-02-00,50.0,8.7899999999999991
2003-11-30-03-00,50.0,8.6899999999999995
2003-11-30-03-59,50.0,8.7100000000000009
2003-11-30-05-00,50.0,8.6500000000000004
2003-11-30-06-00,50.0,8.6699999999999999
2003-11-30-06-59,50.0,8.6300000000000008
2003-11-30-08-00,50.0,8.6400000000000006
2003-11-30-09-00,50.0,8.6500000000000004
2003-11-30-09-59,50.0,8.6099999999999994
2003-11-30-11-00,50.0,8.5999999999999996
2003-11-30-12-00,50.0,8.6600000000000001
2003-11-30-13-00,50.0,8.6600000000000001
2003-11-30-14-00,50.0,8.6699999999999999
2003-11-30-15-00,50.0,8.6699999999999999
2003-11-30-16-00,50.0,8.7300000000000004
2003-11-30-17-00,50.0,8.6999999999999993
2003-11-30-18-00,50.0,8.6999999999999993
2003-11-30-18-59,50.0,8.7400000000000002
2003-11-30-20-00,50.0,8.5600000000000005
2003-11-30-21-00,50.0,8.7100000000000009
2003-11-30-21-59,50.0,8.7200000000000006
2003-11-30-23-00,50.0,8.7400000000000002
2003-12-01-00-00,50.0,8.7400000000000002
2003-12-01-00-59,50.0,8.7300000000000004
2003-12-01-02-00,50.0,8.7200000000000006
2003-12-01-03-00,50.0,8.6699999999999999
2003-12-01-03-59,50.0,8.7799999999999994
2003-12-01-05-00,50.0,8.7400000000000002
2003-12-01-06-00,50.0,8.8399999999999999
2003-12-01-06-59,50.0,8.8399999999999999
2003-12-01-08-00,50.0,8.7599999999999998
2003-12-01-09-00,50.0,8.6999999999999993
2003-12-01-10-00,50.0,8.6099999999999994
2003-12-01-11-00,50.0,8.75
2003-12-01-12-00,50.0,8.8100000000000005
2003-12-01-13-00,50.0,8.7100000000000009
2003-12-01-14-00,50.0,8.7699999999999996
2003-12-01-15-00,50.0,8.7599999999999998
2003-12-01-16-00,50.0,8.75
2003-12-01-17-00,50.0,8.7899999999999991
2003-12-01-18-00,50.0,8.7899999999999991
2003-12-01-18-59,50.0,8.8200000000000003
2003-12-01-20-00,50.0,8.7300000000000004
2003-12-01-21-00,50.0,8.7899999999999991
2003-12-01-21-59,50.0,8.8399999999999999
2003-12-01-23-00,50.0,8.7899999999999991
2003-12-02-00-00,50.0,8.8399999999999999
2003-12-02-00-59,50.0,8.7599999999999998
2003-12-02-02-00,50.0,8.6300000000000008
2003-12-02-03-00,50.0,8.7400000000000002
2003-12-02-03-59,50.0,8.6199999999999992
2003-12-02-05-00,50.0,8.6699999999999999
2003-12-02-06-00,50.0,8.5600000000000005
2003-12-02-06-59,50.0,8.5299999999999994
2003-12-02-08-00,50.0,8.5099999999999998
2003-12-02-09-00,50.0,8.3300000000000001
2003-12-02-10-00,50.0,8.4499999999999993
2003-12-02-11-00,50.0,8.5
2003-12-02-12-00,50.0,8.3499999999999996
2003-12-02-13-00,50.0,8.3699999999999992
2003-12-02-14-00,50.0,8.3200000000000003
2003-12-02-15-00,50.0,8.3499999999999996
2003-12-02-15-59,50.0,8.3399999999999999
2003-12-02-17-00,50.0,8.3300000000000001
2003-12-02-18-00,50.0,8.3499999999999996
2003-12-02-18-59,50.0,8.2699999999999996
2003-12-02-20-00,50.0,8.2200000000000006
2003-12-02-21-00,50.0,8.2699999999999996
2003-12-02-21-59,50.0,8.2200000000000006
2003-12-02-23-00,50.0,8.2200000000000006
2003-12-03-00-00,50.0,8.25
2003-12-03-00-59,50.0,8.2899999999999991
2003-12-03-02-00,50.0,8.1899999999999995
2003-12-03-03-00,50.0,8.2599999999999998
2003-12-03-03-59,50.0,8.2300000000000004
2003-12-03-05-00,50.0,8.1699999999999999
2003-12-03-06-00,50.0,8.1199999999999992
2003-12-03-07-00,50.0,8.0700000000000003
2003-12-03-08-00,50.0,8.0500000000000007
2003-12-03-09-00,50.0,8.0099999999999998
2003-12-03-10-00,50.0,8.0500000000000007
2003-12-03-11-00,50.0,7.96
2003-12-03-12-00,50.0,8.0
2003-12-03-13-00,50.0,8.0500000000000007
2003-12-03-14-00,50.0,8.0299999999999994
2003-12-03-15-00,50.0,8.0500000000000007
2003-12-03-15-59,50.0,8.0600000000000005
2003-12-03-17-00,50.0,8.0
2003-12-03-18-00,50.0,7.9900000000000002
2003-12-03-18-59,50.0,8.0999999999999996
2003-12-03-20-00,50.0,8.0700000000000003
2003-12-03-21-00,50.0,8.0
2003-12-03-21-59,50.0,7.9199999999999999
2003-12-03-23-00,50.0,8.0500000000000007
2003-12-04-00-00,50.0,8.0199999999999996
2003-12-04-00-59,50.0,8.0299999999999994
2003-12-04-02-00,50.0,8.0099999999999998
2003-12-04-03-00,50.0,7.9900000000000002
2003-12-04-03-59,50.0,7.9400000000000004
2003-12-04-05-00,50.0,7.8799999999999999
2003-12-04-06-00,50.0,7.9000000000000004
2003-12-04-07-00,50.0,7.8799999999999999
2003-12-04-08-00,50.0,7.8600000000000003
2003-12-04-09-00,50.0,7.8200000000000003
2003-12-04-10-00,50.0,7.8700000000000001
2003-12-04-11-00,50.0,7.8499999999999996
2003-12-04-12-00,50.0,7.75
2003-12-04-12-59,50.0,7.9000000000000004
2003-12-04-14-00,50.0,7.8099999999999996
2003-12-04-15-00,50.0,7.8499999999999996
2003-12-04-15-59,50.0,7.8700000000000001
2003-12-04-17-00,50.0,7.7199999999999998
2003-12-04-18-00,50.0,7.2300000000000004
2003-12-04-18-59,50.0,7.2199999999999998
2003-12-04-20-00,50.0,7.2000000000000002
2003-12-04-21-00,50.0,7.1100000000000003
2003-12-04-21-59,50.0,7.0999999999999996
2003-12-04-23-00,50.0,7.1399999999999997
2003-12-05-00-00,50.0,7.1799999999999997
2003-12-05-00-59,50.0,7.2000000000000002
2003-12-05-02-00,50.0,7.6500000000000004
2003-12-05-03-00,50.0,7.6600000000000001
2003-12-05-04-00,50.0,7.2699999999999996
2003-12-05-05-00,50.0,7.2999999999999998
2003-12-05-06-00,50.0,7.3399999999999999
2003-12-05-07-00,50.0,7.2599999999999998
2003-12-05-08-00,50.0,7.2599999999999998
2003-12-05-09-00,50.0,7.2699999999999996
2003-12-05-09-59,50.0,7.2699999999999996
2003-12-05-11-00,50.0,7.2699999999999996
2003-12-05-12-00,50.0,7.2699999999999996
2003-12-05-12-59,50.0,7.2400000000000002
2003-12-05-14-00,50.0,7.2699999999999996
2003-12-05-15-00,50.0,7.2199999999999998
2003-12-05-15-59,50.0,7.2599999999999998
2003-12-05-17-00,50.0,7.2699999999999996
2003-12-05-18-00,50.0,7.2800000000000002
2003-12-05-18-59,50.0,7.1600000000000001
2003-12-05-20-00,50.0,7.2000000000000002
2003-12-05-21-00,50.0,7.2699999999999996
2003-12-05-22-00,50.0,7.25
2003-12-05-23-00,50.0,7.2699999999999996
2003-12-06-00-00,50.0,7.2300000000000004
2003-12-06-01-00,50.0,7.2400000000000002
2003-12-06-02-00,50.0,7.2300000000000004
2003-12-06-03-00,50.0,7.25
2003-12-06-03-59,50.0,7.2599999999999998
2003-12-06-05-00,50.0,7.2599999999999998
2003-12-06-06-00,50.0,7.2800000000000002
2003-12-06-06-59,50.0,7.1900000000000004
2003-12-06-08-00,50.0,7.3499999999999996
2003-12-06-09-00,50.0,7.2999999999999998
2003-12-06-09-59,50.0,7.3099999999999996
2003-12-06-11-00,50.0,7.3300000000000001
2003-12-06-12-00,50.0,7.3499999999999996
2003-12-06-12-59,50.0,7.3499999999999996
2003-12-06-14-00,50.0,7.2999999999999998
2003-12-06-15-00,50.0,7.1200000000000001
2003-12-06-15-59,50.0,7.2000000000000002
2003-12-06-17-00,50.0,7.3499999999999996
2003-12-06-18-00,50.0,7.3099999999999996
2003-12-06-19-00,50.0,7.2000000000000002
2003-12-06-20-00,50.0,7.0199999999999996
2003-12-06-21-00,50.0,7.04
2003-12-06-22-00,50.0,7.0199999999999996
2003-12-06-23-00,50.0,7.0099999999999998
2003-12-07-00-00,50.0,7.0700000000000003
2003-12-07-00-59,50.0,7.1299999999999999
2003-12-07-02-00,50.0,7.1299999999999999
2003-12-07-03-00,50.0,7.1500000000000004
2003-12-07-03-59,50.0,7.29
2003-12-07-05-00,50.0,7.4699999999999998
2003-12-07-06-00,50.0,7.1399999999999997
2003-12-07-06-59,50.0,7.2599999999999998
2003-12-07-08-00,50.0,7.3099999999999996
2003-12-07-09-00,50.0,7.4100000000000001
2003-12-07-09-59,50.0,7.5199999999999996
2003-12-07-11-00,50.0,7.6299999999999999
2003-12-07-12-00,50.0,7.6699999999999999
2003-12-07-12-59,50.0,7.6100000000000003
2003-12-07-14-00,50.0,7.6299999999999999
2003-12-07-15-00,50.0,7.6299999999999999
2003-12-07-16-00,50.0,7.6200000000000001
2003-12-07-17-00,50.0,7.6299999999999999
2003-12-07-18-00,50.0,7.5899999999999999
2003-12-07-19-00,50.0,7.5599999999999996
2003-12-07-20-00,50.0,7.5300000000000002
2003-12-07-21-00,50.0,7.5300000000000002
2003-12-07-21-59,50.0,7.5700000000000003
2003-12-07-23-00,50.0,7.5499999999999998
2003-12-08-00-00,50.0,7.5499999999999998
2003-12-08-00-59,50.0,7.5999999999999996
2003-12-08-02-00,50.0,7.5700000000000003
2003-12-08-03-00,50.0,7.5700000000000003
2003-12-08-03-59,50.0,7.5999999999999996
2003-12-08-05-00,50.0,7.5800000000000001
2003-12-08-06-00,50.0,7.6100000000000003
2003-12-08-06-59,50.0,7.4800000000000004
2003-12-08-08-00,50.0,7.5199999999999996
2003-12-08-09-00,50.0,7.5099999999999998
2003-12-08-09-59,50.0,7.5099999999999998
2003-12-08-11-00,50.0,7.5
2003-12-08-12-00,50.0,7.5099999999999998
2003-12-08-13-00,50.0,7.4699999999999998
2003-12-08-14-00,50.0,7.54
2003-12-08-15-00,50.0,7.4500000000000002
2003-12-08-16-00,50.0,7.54
2003-12-08-17-00,50.0,7.5199999999999996
2003-12-08-18-00,50.0,7.5499999999999998
2003-12-08-18-59,50.0,7.5599999999999996
2003-12-08-20-00,50.0,7.54
2003-12-08-21-00,50.0,7.5599999999999996
2003-12-08-21-59,50.0,7.5499999999999998
2003-12-08-23-00,50.0,7.5599999999999996
2003-12-09-00-00,50.0,7.5599999999999996
2003-12-09-00-59,50.0,7.5499999999999998
2003-12-09-02-00,50.0,7.5599999999999996
2003-12-09-03-00,50.0,7.6500000000000004
2003-12-09-03-59,50.0,7.5999999999999996
2003-12-09-05-00,50.0,7.6399999999999997
2003-12-09-06-00,50.0,7.6500000000000004
2003-12-09-07-00,50.0,7.6299999999999999
2003-12-09-08-00,50.0,7.5700000000000003
2003-12-09-09-00,50.0,7.5499999999999998
2003-12-09-10-00,50.0,7.5300000000000002
2003-12-09-11-00,50.0,7.5999999999999996
2003-12-09-12-00,50.0,7.5599999999999996
2003-12-09-13-00,50.0,7.5899999999999999
2003-12-09-14-00,50.0,7.5899999999999999
2003-12-09-15-00,50.0,7.5800000000000001
2003-12-09-15-59,50.0,7.5899999999999999
2003-12-09-17-00,50.0,7.5599999999999996
2003-12-09-18-00,50.0,7.5599999999999996
2003-12-09-18-59,50.0,7.5899999999999999
2003-12-09-20-00,50.0,7.6500000000000004
2003-12-09-21-00,50.0,7.6500000000000004
2003-12-09-21-59,50.0,7.3600000000000003
2003-12-09-23-00,50.0,7.3799999999999999
2003-12-10-00-00,50.0,7.6200000000000001
2003-12-10-00-59,50.0,7.5099999999999998
2003-12-10-02-00,50.0,7.5999999999999996
2003-12-10-03-00,50.0,7.5999999999999996
2003-12-10-04-00,50.0,7.5999999999999996
2003-12-10-05-00,50.0,7.6200000000000001
2003-12-10-06-00,50.0,7.6399999999999997
2003-12-10-07-00,50.0,7.5700000000000003
2003-12-10-08-00,50.0,7.5700000000000003
2003-12-10-09-00,50.0,7.5499999999999998
2003-12-10-10-00,50.0,7.5300000000000002
2003-12-10-11-00,50.0,7.5700000000000003
2003-12-10-12-00,50.0,7.5599999999999996
2003-12-10-12-59,50.0,7.5899999999999999
2003-12-10-14-00,50.0,7.6100000000000003
2003-12-10-15-00,50.0,7.6500000000000004
2003-12-10-15-59,50.0,7.6299999999999999
2003-12-10-17-00,50.0,7.7000000000000002
2003-12-10-18-00,50.0,7.6799999999999997
2003-12-10-18-59,50.0,7.54
2003-12-10-20-00,50.0,7.4500000000000002
2003-12-10-21-00,50.0,7.4400000000000004
2003-12-10-21-59,50.0,7.4400000000000004
2003-12-10-23-00,50.0,7.46
2003-12-11-00-00,50.0,7.4900000000000002
2003-12-11-01-00,50.0,7.4699999999999998
2003-12-11-02-00,50.0,7.5099999999999998
2003-12-11-03-00,50.0,7.5499999999999998
2003-12-11-04-00,50.0,7.54
2003-12-11-05-00,50.0,7.5599999999999996
2003-12-11-06-00,50.0,7.54
2003-12-11-07-00,50.0,7.5099999999999998
2003-12-11-08-00,50.0,7.4900000000000002
2003-12-11-09-00,50.0,7.4900000000000002
2003-12-11-09-59,50.0,7.4900000000000002
2003-12-11-11-00,50.0,7.4400000000000004
2003-12-11-12-00,50.0,7.4299999999999997
2003-12-11-12-59,50.0,7.3899999999999997
2003-12-11-14-00,50.0,7.4299999999999997
2003-12-11-15-00,50.0,7.4800000000000004
2003-12-11-15-59,50.0,7.4900000000000002
2003-12-11-17-00,50.0,7.4699999999999998
2003-12-11-18-00,50.0,7.5499999999999998
2003-12-11-18-59,50.0,7.5300000000000002
2003-12-11-20-00,50.0,7.5499999999999998
2003-12-11-21-00,50.0,7.5899999999999999
2003-12-11-22-00,50.0,7.5999999999999996
2003-12-11-23-00,50.0,7.3700000000000001
2003-12-12-00-00,50.0,7.4199999999999999
2003-12-12-01-00,50.0,7.4400000000000004
2003-12-12-02-00,50.0,7.5099999999999998
2003-12-12-03-00,50.0,7.5199999999999996
2003-12-12-03-59,50.0,7.3700000000000001
2003-12-12-05-00,50.0,7.3899999999999997
2003-12-12-06-00,50.0,7.4699999999999998
2003-12-12-06-59,50.0,7.4900000000000002
2003-12-12-08-00,50.0,7.4900000000000002
2003-12-12-09-00,50.0,7.5199999999999996
2003-12-12-09-59,50.0,7.5199999999999996
2003-12-12-11-00,50.0,7.5099999999999998
2003-12-12-12-00,50.0,7.4500000000000002
2003-12-12-12-59,50.0,7.4400000000000004
2003-12-12-14-00,50.0,7.3899999999999997
2003-12-12-15-00,50.0,7.3799999999999999
2003-12-12-15-59,50.0,7.3700000000000001
2003-12-12-17-00,50.0,7.3899999999999997
2003-12-12-18-00,50.0,7.4199999999999999
2003-12-12-19-00,50.0,7.4400000000000004
2003-12-12-20-00,50.0,7.4000000000000004
2003-12-12-21-00,50.0,7.3700000000000001
2003-12-12-22-00,50.0,7.3600000000000003
2003-12-12-23-00,50.0,7.2400000000000002
2003-12-13-00-00,50.0,7.3099999999999996
2003-12-13-00-59,50.0,7.2999999999999998
2003-12-13-02-00,50.0,7.3499999999999996
2003-12-13-03-00,50.0,7.4000000000000004
2003-12-13-03-59,50.0,7.4199999999999999
2003-12-13-05-00,50.0,7.4000000000000004
2003-12-13-06-00,50.0,7.3799999999999999
2003-12-13-06-59,50.0,7.4000000000000004
2003-12-13-08-00,50.0,7.3600000000000003
2003-12-13-09-00,50.0,7.3200000000000003
